ID;NOME;TIPO;CD_MUN;NM_MUN;CD_DIST;NM_DIST;CD_BAIRRO;NM_BAIRRO;LOGRADOURO;num;compl;BAIRRO;UF;Região;CEP;TELEFONE;EMAIL;location_t;fonte_geo;tipo_geo;Latitude;Longitude
"1652";Biblioteca Pública Municipal Professor Ricardinho;Municipal;"3100203";Abaeté;"310020305";Abaeté;"3100203012";Esplanada;Praça JK;"99";;Amazonas;MG;Sudeste;35620-000;(37)3541-5426/(37)3541-5151;educacaoabaete@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-19.155701000000001;-45.442698999999998
"1653";Biblioteca Pública Municipal Professor Estevão de Oliveira Cotta;Municipal;"3100302";Abre Campo;"310030205";Abre Campo;;;Rua Santo Antônio;"228";;Centro;MG;Sudeste;35365-000;(31)3872-1254 - Ramal: 220;bibliotecamunicipalpmac@abrecampo.mg.gov.br;ROOFTOP;Google 2025;"1";-20.298570999999999;-42.479804999999999
"1654";Biblioteca Pública Municipal Mariana Guimarães Machado;Municipal;"3100401";Acaiaca;"310040105";Acaiaca;;;Rua Manoel Leandro Corrêa;s/n;;Centro;MG;Sudeste;35438-000;(31)3887-1122;cultura.turismo@yahoo.com.br;GEOMETRIC_CENTER;Google 2025;"1";-20.360932999999999;-43.144826999999999
"1655";Biblioteca Pública Municipal Doutor Edson de Assis Morais;Municipal;"3100500";Açucena;"310050005";Açucena;;;Praça Edson de Miranda;"26";;Centro;MG;Sudeste;35147-000;(33)3298-1520;gabinete@acucena.mg.gov.br;ROOFTOP;Google 2025;"1";-19.074238999999999;-42.546686000000001
"1656";Biblioteca Pública Municipal Maria da Paixão de Pinho;Municipal;"3100500";Açucena;"310050005";Açucena;;;Rua São Francisco;"1";;Centro - Naque Nanuque;MG;Sudeste;35147-000;(33)99920-3387/(33)3298-1520;cultura@acucena.mg.gov.br;APPROXIMATE;Google 2025;"2";-19.076412999999999;-42.547890000000002
"1657";Biblioteca Pública Municipal Tristão de Athaíde;Municipal;"3100609";Água Boa;"310060905";Água Boa;;;Rua Emílio Vasconcelos;"147";;Centro;MG;Sudeste;39790-000;(33)3515-1171;educacao@aguaboa.mg.gov.br;ROOFTOP;Google 2025;"1";-17.991682000000001;-42.388880000000000
"1658";Biblioteca Pública Municipal Professora Ivonete de Almeida Souza;Municipal;"3100708";Água Comprida;"310070805";Água Comprida;;;Avenida Vinte e Sete;"178";Com rua Vinte e Seis;Centro;MG;Sudeste;38110-000;(34)3324-1228;bibliotecaaguacomprida@yahoo.com.br;RANGE_INTERPOLATED;Google 2025;"1";-20.057267000000000;-48.108305999999999
"1659";Biblioteca Pública Municipal Ana Esmerinda de São José;Municipal;"3100807";Aguanil;"310080705";Aguanil;;;Avenida Dolores Silva;"152";;Centro;MG;Sudeste;37273-000;(35)3834-1295;educacao@aguanil.mg.gov.br;RANGE_INTERPOLATED;Google 2025;"1";-20.942380000000000;-45.388922000000001
"1660";Biblioteca Pública Municipal Maurício Marcondes Coelho;Municipal;"3100906";Águas Formosas;"310090605";Águas Formosas;;;Rua Doutor Sebastião Figueiredo;"643";;Centro;MG;Sudeste;39880-000;(33)3611-2519/(33)3611-1581;biblioteca@aguasformosas.mg.gov.br;RANGE_INTERPOLATED;Google 2025;"1";-17.082248000000000;-40.935564999999997
"1661";Biblioteca Pública Municipal Rui Barbosa;Municipal;"3101003";Águas Vermelhas;"310100305";Águas Vermelhas;;;Rua São Vicente;"164";;Centro;MG;Sudeste;39990-000;(33)3755-1490;av.prefeitura@yahoo.com.br;ROOFTOP;Google 2025;"1";-15.744986000000001;-41.458089999999999
"1662";Biblioteca Pública Municipal Ler é Preciso;Municipal;"3101102";Aimorés;"310110205";Aimorés;;;Rua Cel. José Thiago;"231";;Centro;MG;Sudeste;35200-000;(33)3267-1373/(33)3267-1270;newbpmaimores@yahoo.com;ROOFTOP;Google 2025;"1";-19.493376000000001;-41.062131000000001
"1663";Biblioteca Pública Municipal Maria Tereza de Jesus;Municipal;"3101300";Alagoa;"310130005";Alagoa;;;Rua Chaves;"49";;Centro;MG;Sudeste;37458-000;(35)3366-1448;cultura@alagoa.mg.gov.br;APPROXIMATE;Google 2025;"2";-22.171464000000000;-44.641776000000000
"1664";Biblioteca Pública Municipal de Albertina;Municipal;"3101409";Albertina;"310140905";Albertina;;;Avenida Minas Gerais;s/n;;Jardim dos Ipês;MG;Sudeste;37596-000;(35)3446-1233;social@albertina.mg.gov.br;APPROXIMATE;Google 2025;"2";-22.199218999999999;-46.617060000000002
"1665";Biblioteca Pública Municipal Professor Otacílio Alves Coutinho;Municipal;"3101508";Além Paraíba;"310150805";Além Paraíba;;;Praça Presidente Vargas;"112";;Porto Novo;MG;Sudeste;36660-000;(32)3462-4113/(32)3462-9616;bibliotecapmap@outlook.com;ROOFTOP;Google 2025;"1";-21.885296000000000;-42.698501999999998
"1666";Biblioteca Pública Municipal Doutor João Januário de Magalhães;Municipal;"3101607";Alfenas;"310160705";Alfenas;;;Praça Fausto Monteiro;"350";;Parque das Nações;MG;Sudeste;37130-000;(35)3698-2048;bibliotecapublica@alfenas.mg.gov.br;ROOFTOP;Google 2025;"1";-21.424814000000001;-45.949387000000002
"1667";Biblioteca Pública Municipal Otoni Querubim;Municipal;"3101706";Almenara;"310170605";Almenara;;;Praça Querubim Otoni;s/n;;Centro;MG;Sudeste;;(33)3271-1863;smealmenara@yahoo.com.br;GEOMETRIC_CENTER;Google 2025;"1";-16.181501999999998;-40.697462999999999
"1668";Biblioteca Pública Municipal Professora Maria das Dores Martins;Municipal;"3101805";Alpercata;"310180505";Alpercata;;;Avenida Agenor Andrade;"55";;Centro;MG;Sudeste;35138-000;(33)3236-1784;semecalpercata@hotmail.com;ROOFTOP;Google 2025;"1";-18.993471000000000;-41.990524000000001
"1669";Biblioteca Pública Municipal Luzia Angélica Marques Luz;Municipal;"3101904";Alpinópolis;"310190405";Alpinópolis;;;Rua Maestro Geraldo Aprígio;s/n;;Centro;MG;Sudeste;37940-000;(35)3523-2302;seceducacao@alpinopolis.mg.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-20.864315999999999;-46.393236000000002
"1670";Biblioteca Pública Municipal Rosa Feiten Caliari;Municipal;"3102001";Alterosa;"310200105";Alterosa;;;Rua Duque de Caixas;"168";;Centro;MG;Sudeste;37145-000;(35)3294-1010/(35)3294-1122;cultura@alterosa.mg.gov.br;RANGE_INTERPOLATED;Google 2025;"1";-21.249231999999999;-46.139108000000000
"2219";Biblioteca Pública Municipal e Casa de Cultura Antenor Gripp;Municipal;"3153509";Alto Jequitibá;"315350905";Alto Jequitibá;;;Praça Aristóteles Faria;s/n;;Centro;MG;Sudeste;36976-000;(33)3343-1467/(33)3343-1268;educacao@altojequitiba.mg.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-20.428768000000002;-41.956840000000000
"1671";Biblioteca Pública Municipal Padre Geraldo Machado Mendes;Municipal;"3102100";Alto Rio Doce;"310210005";Alto Rio Doce;;;Rua Coronel José Gonçalves Moreira Couto;"107";;Centro;MG;Sudeste;36260-000;(32)3345-1952/(32)3345-1291;bimard@yahoo.com.br;ROOFTOP;Google 2025;"1";-21.024334000000000;-43.413786000000002
"1672";Biblioteca Pública Municipal Leonídia dos Santos Torres;Municipal;"3102209";Alvarenga;"310220905";Alvarenga;;;Praça Prefeito José Carlos Martins;"2";;Centro;MG;Sudeste;35249-000;(33)3328-1021;smealvarenga@hotmail.com;RANGE_INTERPOLATED;Google 2025;"1";-19.419476000000000;-41.728110999999998
"1673";Biblioteca Pública Municipal Professor José Prímola Ferreira;Municipal;"3102308";Alvinópolis;"310230805";Alvinópolis;;;Praça Idílio Marques;"131";;Centro;MG;Sudeste;35950-000;(31)3855-1621;sec.educacaoalvi@yahoo.com.br;ROOFTOP;Google 2025;"1";-20.108222000000001;-43.057550999999997
"1674";Biblioteca Pública Municipal Araci Pedrelina de Oliveira;Municipal;"3102407";Alvorada de Minas;"310240705";Alvorada de Minas;;;Rua Ruy Barbosa;"252";;Centro;MG;Sudeste;39140-000;(31)3862-1162/(31)3862-1241;educacaoalvoradademinas@gmail.com/secretariaeducacaoalv@hotmail.com;ROOFTOP;Google 2025;"1";-18.736363000000001;-43.364649000000000
"1675";Biblioteca Pública Municipal Délia Maria Risso de Souza;Municipal;"3102605";Andradas;"310260505";Andradas;;;Rua Professor Xanico;"176";;Centro;MG;Sudeste;37795-000;(35)3631-5542/(35)3731-7244;biblioteca@andradas.mg.gov.br;ROOFTOP;Google 2025;"1";-22.074933999999999;-46.575319000000000
"1677";Biblioteca Pública Municipal Leda Rodrigues Silva;Municipal;"3102803";Andrelândia;"310280305";Andrelândia;;;Praça da Estação;s/n;;Centro;MG;Sudeste;37300-000;(35)3325-1177;cultura@andrelandia.mg.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-21.737476000000001;-44.310369000000001
"1678";Biblioteca Pública Municipal Maria da Conceição Cabral;Municipal;"3102902";Antônio Carlos;"310290205";Antônio Carlos;;;Avenida João Cabral;s/n;Praça da estação;Centro;MG;Sudeste;36220-000;(32)3346-1255/(32)3346-1244;educandoemantoniocarlos@hotmail.com;GEOMETRIC_CENTER;Google 2025;"1";-21.318263999999999;-43.751511000000001
"1679";Biblioteca Pública Municipal Manoel Tómaz Carvalho;Municipal;"3103009";Antônio Dias;"310300905";Antônio Dias;;;Rua Presidente Vargas;s/n;;Centro;MG;Sudeste;35177-000;(31)3843-1485;smead@bol.com.br;APPROXIMATE;Google 2025;"2";-19.653267000000000;-42.872242000000000
"1680";Biblioteca Municipal Professora Solange de Abreu Pereira Piermatei;Municipal;"3103108";Antônio Prado de Minas;"310310805";Antônio Prado de Minas;;;Rua Nossa Senhora Aparecida;"88";;Centro;MG;Sudeste;36850-000;(32)3725-1018;biblioteca@antoniopradodeminas.mg.gov.br;ROOFTOP;Google 2025;"1";-21.018242999999998;-42.109675000000003
"1682";Biblioteca Pública Municipal Cristina Moreira Alves;Municipal;"3103405";Araçuaí;"310340505";Araçuaí;;;Praça  Coronel José Antonio Carreira;"239";;Centro;MG;Sudeste;39600-000;(33)3731-4613/(33)3731-3998;cultura@aracuai.mg.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-16.850943999999998;-42.065443999999999
"1681";Biblioteca Pública do Distrito de Engenheiro Schnoor;Municipal;"3103405";Araçuaí;"310340510";Engenheiro Schnoor;;;Avenida Galdêncio Silva;"95";;Centro do Engenheiro Schnoor;MG;Sudeste;39602-000;(33)3731-3998;cultura@aracuai.mg.gov.br;ROOFTOP;Google 2025;"1";-17.156248999999999;-42.085039000000002
"1683";Biblioteca Pública Municipal de Arantina;Municipal;"3103603";Arantina;"310360305";Arantina;;;Rua Juca Pereira;"157";;Centro;MG;Sudeste;37360-000;(32)3296-1335;sec.educacaoarantina@arantina.mg.gov.br;RANGE_INTERPOLATED;Google 2025;"1";-21.914154000000000;-44.255015000000000
"1684";Biblioteca Pública Municipal João Pereira Gurgel;Municipal;"3103702";Araponga;"310370205";Araponga;;;Rua Bervindo dos Anjos Macedo;"33";;Centro;MG;Sudeste;36594-000;(31)3894-1179/(31)3894-1284;acmaraponga@hotmail.com;RANGE_INTERPOLATED;Google 2025;"1";-20.667904000000000;-42.522171999999998
"1685";Biblioteca Pública Municipal Cláudia Franceschi;Municipal;"3103751";Araporã;"310375105";Araporã;;;Rua Edson Luiz Ferreira;s/n;;Alvorada;MG;Sudeste;38465-000;(34)3284-9571/(34)3284-9536;cultura@arapora.mg.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-18.430886999999998;-49.188254999999998
"1686";Biblioteca Pública Municipal Jornalista José Luiz de Oliveira Filho;Municipal;"3103801";Arapuá;"310380105";Arapuá;;;Avenida Eduardo Augusto de Medeiros;"249";A;Centro;MG;Sudeste;38860-000;(34)3856-1392/(34)3856-1234 - Ramal: 221;sec.cultura@arapua.mg.gov.br;ROOFTOP;Google 2025;"1";-19.034935000000001;-46.154400000000003
"1689";Biblioteca Pública Municipal Viriato Correia;Municipal;"3104007";Araxá;"310400705";Araxá;"3104007001";Centro;Rua Getúlio Vargas;"810";;Centro;MG;Sudeste;38183-192;(34)3691-7143;biblioteca@araxa.mg.gov.br;ROOFTOP;Google 2025;"1";-19.598309000000000;-46.935037999999999
"1687";Biblioteca Pública Municipal Sucursal Setor Norte Professor João Rios Montandon;Municipal;"3104007";Araxá;"310400705";Araxá;"3104007034";Morada do Sol;Rua Gustavo Martins Oliveira;"70";;Morada do Sol;MG;Sudeste;38181-412;(34)3611-4334;biblioteca.sucursalnorte@gmail.com;ROOFTOP;Google 2025;"1";-19.585249999999998;-46.931561000000002
"1688";Biblioteca Pública Municipal Sucursal Setor Oeste Maria Santos Teixeira;Municipal;"3104007";Araxá;"310400705";Araxá;"3104007018";Boa Vista;Avenida Professora Auxiliarora de Paiva;"505";;Serra Morena;MG;Sudeste;38180-717;(34)3691-7111;bibliotecasucursaloeste@gmail.com;ROOFTOP;Google 2025;"1";-19.592565000000000;-46.961601999999999
"1690";Biblioteca Pública Municipal Sebastião Campos;Municipal;"3104106";Arceburgo;"310410605";Arceburgo;;;Rua Coronel Cândido de Souza Dias;"1033";1° Andar;Centro;MG;Sudeste;37820-000;(35)3556-2539;bibliotecamunicipal@arceburgo.mg.gov.br;ROOFTOP;Google 2025;"1";-21.365005000000000;-46.941636000000003
"1691";Biblioteca Pública Municipal Jarbas Ferreira Pires;Municipal;"3104205";Arcos;"310420505";Arcos;;;Rua Getúlio Vargas;"34";;Centro;MG;Sudeste;35588-000;(37)3352-1058/(37)3352-1206;bibliotecaarcos@twister.com.br;ROOFTOP;Google 2025;"1";-20.283707000000000;-45.540466000000002
"1692";Biblioteca Pública Municipal de Areado;Municipal;"3104304";Areado;"310430405";Areado;;;Rua Adelino Bornelli;s/n;;Centro;MG;Sudeste;37140-000;(35)3293-2864/(35)3293-1765;bibliotecareado@hotmail.com;GEOMETRIC_CENTER;Google 2025;"1";-21.359684999999999;-46.145834999999998
"1693";Biblioteca Pública Municipal Professora Arlete Albuquerque Rocha;Municipal;"3104403";Argirita;"310440305";Argirita;;;Rua Joaquim Barbosa de Castro;s/n;;Centro;MG;Sudeste;36710-000;(32)3445-1623/(32)3445-1288;bibliotecaargirita@hotmail.com;GEOMETRIC_CENTER;Google 2025;"1";-21.605919000000000;-42.837139000000001
"1694";Biblioteca Pública Municipal Pedrelina Ferreira Araújo;Municipal;"3104452";Aricanduva;"310445205";Aricanduva;;;Avenida Itamarandiba;"230";;Centro;MG;Sudeste;39678-000;(33)3515-9000;biblioteca@aricanduva.mg.gov.br;ROOFTOP;Google 2025;"1";-17.867896900000002;-42.557897500000003
"1695";Biblioteca Pública Municipal de Arinos;Municipal;"3104502";Arinos;"310450205";Arinos;;;Avenida Francisco Pereira;"2125";;Centro;MG;Sudeste;38680-000;(38)99878-6043;arinosbibliotecamunicipal@gmail.com;ROOFTOP;Google 2025;"1";-15.917932000000000;-46.106057999999997
"1696";Biblioteca Pública Municipal Alnêda de Matos Machado;Municipal;"3104700";Ataléia;"310470005";Ataléia;;;Rua Governador Valadares;s/n;;Centro;MG;Sudeste;39850-000;(33)3526-1465;smeataleia@hotmail.com;GEOMETRIC_CENTER;Google 2025;"1";-18.042100000000001;-41.111027000000000
"1697";Biblioteca Pública Municipal Antônio Augusto de Lima;Municipal;"3104809";Augusto de Lima;"310480905";Augusto de Lima;"3104809001";Centro;Avenida Cel Pedro Pedras;s/n;;Centro;MG;Sudeste;39200-000;(38)3758-1279;cultura.augustodelima@yahoo.com.br;GEOMETRIC_CENTER;Google 2025;"1";-18.109189000000001;-44.265731000000002
"1698";Biblioteca Pública Municipal José Alberto Pelúcio;Municipal;"3104908";Baependi;"310490805";Baependi;;;Rua Coronel Martinho Lúcio;"8";;Centro;MG;Sudeste;37443-000;(35)3343-3625;dmebaependi@gmail.com;APPROXIMATE;Google 2025;"2";-21.957481000000001;-44.887860000000003
"1699";Biblioteca Pública Municipal Benjamim de Souza Alvim;Municipal;"3105004";Baldim;"310500405";Baldim;;;Praça Sagrada Família;s/n;;Vargem Grande;MG;Sudeste;35732-000;(31)9843-3151/(31)3718-1255;educacao@baldim.mg.gov.br;APPROXIMATE;Google 2025;"2";-19.288046000000001;-43.956546000000003
"1700";Biblioteca Pública Municipal José Quirino dos Reis;Municipal;"3105004";Baldim;"310500405";Baldim;;;Rua Cristóvão Marques;"157";;Centro;MG;Sudeste;35706-000;(31)3718-1776/(31)3718-1255;marcioreis@baldim.mg.gov.br;RANGE_INTERPOLATED;Google 2025;"1";-19.289092000000000;-43.957509999999999
"1701";Biblioteca Pública Municipal João Apolinário de Oliveira;Municipal;"3105103";Bambuí;"310510305";Bambuí;;;Rua Coronel Florentino Castelar;"13";;Centro;MG;Sudeste;38900-000;(37)3431-5188/(37)3431-5464;bibliotecamunicipaljao@yahoo.com.br;ROOFTOP;Google 2025;"1";-20.011761000000000;-45.976160999999998
"1702";Biblioteca Pública Municipal Maria de Lourdes Gobira Farias;Municipal;"3105202";Bandeira;"310520205";Bandeira;;;Rua Santos Dumont;"4";;Centro;MG;Sudeste;39917-000;(33)3728-1224/(33)3728-1123;secretariaelct@gmail.com;APPROXIMATE;Google 2025;"2";-15.878776999999999;-40.562544000000003
"1703";Biblioteca Pública Municipal Jaqueline de Melo Reis;Municipal;"3105301";Bandeira do Sul;"310530105";Bandeira do Sul;;;Avenida Santa Terezinha;"490";;Centro;MG;Sudeste;37740-000;(35)3742-1910;demec@bandeiradosul.mg.gov.br;ROOFTOP;Google 2025;"1";-21.730665999999999;-46.384160999999999
"1704";Biblioteca Pública Municipal Dona Lygia Maria Silva;Municipal;"3105400";Barão de Cocais;"310540005";Barão de Cocais;;;Rua Padre Mauro Farias;"281";;Viúva;MG;Sudeste;35970-000;(31)3837-7630/(31)3837-7635;bibliotecabarao@yahoo.com.br;ROOFTOP;Google 2025;"1";-19.947044000000002;-43.478717000000003
"1705";Biblioteca Pública Municipal Professora Antônia Samuel de Alencar;Municipal;"3105509";Barão de Monte Alto;"310550905";Barão do Monte Alto;;;Praça Artur Duarte;s/n;;Centro;MG;Sudeste;36870-000;(32)3727-1308;smebarao2013@yahoo.com.br;APPROXIMATE;Google 2025;"2";-21.246050000000000;-42.238081000000001
"1706";Biblioteca Pública Municipal Honório Armond;Municipal;"3105608";Barbacena;"310560805";Barbacena;"3105608027";Centro;Rua General Câmara;"11";;Centro;MG;Sudeste;;(32)3339-2072/(32)3339-2034;biblioteca@barbacena.mg.gov.br;ROOFTOP;Google 2025;"1";-21.228262999999998;-43.772407000000001
"1707";Biblioteca Pública Municipal de Barra Longa;Municipal;"3105707";Barra Longa;"310570705";Barra Longa;;;Avenida capitão Manoel Carneiro;"165";;Centro;MG;Sudeste;35447-000;(31)3877-5320/(31)3877-5289;culturabl2019@gmail.com;APPROXIMATE;Google 2025;"2";-20.287348999999999;-43.040581000000003
"1708";Biblioteca Pública Municipal Cônego Luiz Giarola Carlos;Municipal;"3105905";Barroso;"310590505";Barroso;;;Rua Joaquim Meireles;"20";;Centro;MG;Sudeste;36212-000;(32)3351-0226/(32)3351-3977;bibliotecabarroso@gmail.com;ROOFTOP;Google 2025;"1";-21.188953999999999;-43.977576999999997
"1709";Biblioteca Pública Municipal Professora Marina Valamiel;Municipal;"3106002";Bela Vista de Minas;"310600205";Bela Vista de Minas;;;Avenida Arthur da Costa e Silva;"70";;Maria Marcelina de Jesus;MG;Sudeste;35938-000;(31)3853-1271;biblioteca@belavistademinas.mg.gov.br;APPROXIMATE;Google 2025;"2";-19.828859000000001;-43.096840999999998
"1710";Biblioteca Pública Municipal Belmiro Medeiros;Municipal;"3106101";Belmiro Braga;"310610105";Belmiro Braga;;;Rua Joana Claudina;"256";;Centro;MG;Sudeste;36126-000;(32)3284-1112;educacaobbraga@yahoo.com.br;ROOFTOP;Google 2025;"1";-21.950537000000001;-43.416837999999998
"1715";Biblioteca do Centro Cultural Lindéia Regina;Municipal;"3106200";Belo Horizonte;"310620025";Barreiro;"3106200364";Lindéia;Rua Aristolino Basílio de Oliveira;"445";;Regina;MG;Sudeste;30692-190;(31)3277-1515;ccrl@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.982823000000000;-44.054903000000003
"1720";Biblioteca do Centro Cultural Urucuia;Municipal;"3106200";Belo Horizonte;"310620025";Barreiro;"3106200323";Pongelupe;Rua W3;"500";;Urucuia;MG;Sudeste;30628-010;(31)3277-1531;ccu.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-20.008652000000001;-44.009416000000002
"1724";Biblioteca do Centro Cultural Vila Santa Rita;Municipal;"3106200";Belo Horizonte;"310620025";Barreiro;"3106200339";Santa Rita;Rua Ana Rafael dos Santos;"149";;Vila Santa Rita;MG;Sudeste;30668-570;(31)3277-1534;ccvsr.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-20.009371000000002;-44.030346999999999
"1711";Biblioteca do Centro Cultural Alto Vera Cruz - Paulo Freire;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200032";Alto Vera Cruz;Rua Padre Júlio Maria;"1577";;Alto Vera Cruz;MG;Sudeste;30285-360;(31)3277-5618;ccav.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.914702999999999;-43.889394000000003
"1726";Biblioteca do Centro de Referência Cultura Popular Lagoa do Nado;Municipal;"3106200";Belo Horizonte;"310620060";Venda Nova;"3106200415";Itapoã;Rua Ministro Hemenegildo de Barros;"904";;Itapoã;MG;Sudeste;31710-230;(31)3277-7336;crcp.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.832515999999998;-43.960794000000000
"1725";Biblioteca do Centro Cultural Zilah Spósito;Municipal;"3106200";Belo Horizonte;"310620060";Venda Nova;"3106200467";Zilah Spósito;Rua Carnaúba;"286";;Jaqueline;MG;Sudeste;31748-435;(31)3277-5498;cczs.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.800830000000001;-43.923240999999997
"1718";Biblioteca do Centro Cultural São Bernardo;Municipal;"3106200";Belo Horizonte;"310620060";Venda Nova;"3106200454";São Bernardo;Rua Edna Quintel;"320";;São Bernardo;MG;Sudeste;31750-030;(31)3277-7416;ccsb.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.846330999999999;-43.945374000000001
"1721";Biblioteca do Centro Cultural Venda Nova;Municipal;"3106200";Belo Horizonte;"310620060";Venda Nova;"3106200476";Jardim dos Comerciários;Rua José Ferreira dos Santos;"184";;Novo Letícia;MG;Sudeste;31640-060;(31)3277-5533;ccvn.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.799911000000002;-43.972816999999999
"1723";Biblioteca do Centro Cultural Vila Marçola;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200097";Marçola;Rua Mangabeira da Serra;"320";;Vila Marçola;MG;Sudeste;30220-265;(31)3277-5250;ccvm.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.944129000000000;-43.909404000000002
"1729";Biblioteca Pública Infantil e Juvenil de Belo Horizonte;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200083";Centro;Rua dos Guaicurus;"50";;Santo Antônio;MG;Sudeste;30111-060;(31)3277-8658;bpijbh@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.915738000000001;-43.933605999999997
"1730";Biblioteca Pública Regional Bairro das Indústrias;Municipal;"3106200";Belo Horizonte;"310620025";Barreiro;"3106200322";Bairro das Indústrias I;Rua dos Industriários;"289";;Novo das Indústrias;MG;Sudeste;30160-280;(31)3277-9176;ccbdi.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.962412000000000;-44.000494000000003
"1722";Biblioteca do Centro Cultural Vila Fátima;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200096";Nossa Senhora de Fátima;Rua São Miguel Arcanjo;"215";;Aglomerado da Serra;MG;Sudeste;30230-660;(31)3277-8193;ccvf.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.931677000000001;-43.903104999999996
"1719";Biblioteca do Centro Cultural São Geraldo;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200016";São Geraldo;Rua Silva Alvarenga;"548";;São Geraldo;MG;Sudeste;31050-640;(31)3277-5648;ccsg.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.899080999999999;-43.897793000000000
"1717";Biblioteca do Centro Cultural Salgado Filho;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200136";Salgado Filho;Rua Nova Ponte;"22";;Salgado Filho;MG;Sudeste;30550-720;(31)3277-9624;ccsf.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.945003000000000;-43.985550000000003
"1716";Biblioteca do Centro Cultural Padre Eustáquio;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200226";Minas Brasil;Rua Jacutinga;"821";;Padre Eustáquio;MG;Sudeste;30730-430;(31)3277-8394;ccpe.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.914823999999999;-43.990735999999998
"1713";Biblioteca do Centro Cultural Jardim Guanabara;Municipal;"3106200";Belo Horizonte;"310620060";Venda Nova;"3106200439";Jardim Guanabara;Rua João Alvarez Cabral;"277";;Jardim Guanabara;MG;Sudeste;31742-170;(31)3277-6703;ccjg.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.829021999999998;-43.932898999999999
"1712";Biblioteca do Centro Cultural da Pampulha - José Gomes de Souza;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200287";Urca;Rua Expedicionário Paulo de Souza;"185";;Urca;MG;Sudeste;31360-310;(31)3277-9293;ccp.fmc@pbh.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-19.871400000000001;-44.014490000000002
"1728";Biblioteca Pública Estadual de Minas Gerais;Estadual;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200087";Savassi;Praça da Liberdade;"21";;Funcionários;MG;Sudeste;30140-010;(31)3269-1203;bibliotecapublica.sub@cultura.mg.gov.br;ROOFTOP;Google 2025;"1";-19.933017000000000;-43.939430999999999
"1727";Biblioteca do Centro de Referência da Moda;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200083";Centro;Rua da Bahia;"1149";;Centro;MG;Sudeste;30160-010;(31)3277-1182;biblioteca.mumo@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.924952000000001;-43.937289999999997
"1731";Biblioteca Usina de Cultura do Centro Cultural Nordeste;Municipal;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200069";Ipiranga;Rua Dom Cabral;"765";;Ipiranga;MG;Sudeste;31160-150;(31)3277-6052;bibusinadeculturanordeste@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.886021000000000;-43.931300999999998
"1714";Biblioteca do Centro Cultural Liberalino Alves de Oliveira;;"3106200";Belo Horizonte;"310620005";Belo Horizonte;"3106200054";Lagoinha;Avenida Antônio Carlos;"821";;São Cristovão;MG;Sudeste;31210-010;(31)3277-6091;cclao.fmc@pbh.gov.br;ROOFTOP;Google 2025;"1";-19.904987999999999;-43.945151000000003
"1732";Biblioteca Pública Municipal do Distrito de Perpétuo Socorro;Municipal;"3106309";Belo Oriente;"310630910";Perpétuo Socorro;;;Rua Antônio Ambrósio;"50";;Perpétuo Socorro;MG;Sudeste;35195-000;(31)3253-1607;educacao@belooriente.mg.gov.br;ROOFTOP;Google 2025;"1";-19.313120000000001;-42.367527000000003
